first_name,last_name,birth_date,dept_no,from_date,to_date,title,emp_no
Siddarth,Masada,1965-01-06,d008,1997-08-11,1999-01-01,Staff,442700
Terresa,Milicia,1965-01-07,d004,1995-07-26,1997-11-21,Engineer,442704
Aksel,Gire,1965-01-07,d004,1999-06-27,1999-01-01,Engineer,442898
Christfried,Atrawala,1965-01-14,d003,1998-11-29,1999-01-01,Senior Staff,443108
Shir,Krone,1965-01-04,d008,1996-10-02,1998-09-07,Staff,443339
Marke,Klerer,1965-01-23,d008,1990-04-14,1999-01-01,Senior Staff,443485
Bernd,Conia,1965-01-10,d007,1999-11-25,2002-04-25,Staff,443632
Shaw,Kading,1965-01-08,d007,1992-07-16,1999-01-01,Staff,443841
Vatsa,Ramsay,1965-01-20,d001,1994-02-04,2000-06-16,Senior Staff,443873
Heping,Skrikant,1965-01-15,d009,1990-11-27,1999-01-01,Staff,444070
Kousuke,Worfolk,1965-01-28,d007,1988-03-22,1999-01-01,Staff,444099
Irena,Cesareni,1965-01-27,d007,1985-10-30,1999-01-01,Senior Staff,444208
Xinglin,Busillo,1965-01-23,d004,1998-10-08,1999-06-11,Senior Engineer,444228
Prasadram,Bultermann,1965-01-13,d005,1997-08-29,1998-10-25,Senior Engineer,444465
Udi,Rullman,1965-01-03,d005,1994-04-09,1999-01-01,Senior Engineer,444487
Berna,Schonegge,1965-01-18,d008,1998-06-28,1999-01-01,Staff,444643
Eldridge,Kawashima,1965-01-28,d006,1990-02-27,1999-01-01,Engineer,445067
Heping,Peac,1965-01-09,d008,1985-03-20,1999-01-01,Staff,445152
Randi,Alblas,1965-01-22,d003,1992-05-02,2000-01-27,Staff,445201
Oscar,Baumann,1965-01-01,d004,1987-01-22,1999-01-01,Senior Engineer,445226
Apostol,Gruenwald,1965-01-12,d004,1998-08-04,2000-03-18,Engineer,445456
Tuval,Albarhamtoshy,1965-01-05,d005,1990-09-24,1999-10-28,Technique Leader,445514
Van,Nations,1965-01-25,d005,1986-08-11,1999-01-01,Technique Leader,445570
Gaurav,Roison,1965-01-31,d004,1991-07-12,1999-01-01,Senior Staff,445723
Masako,Dechter,1965-01-11,d004,1985-09-25,1999-01-01,Technique Leader,445941
Ebru,Valtorta,1965-01-23,d006,1992-12-09,1999-01-01,Senior Engineer,445950
Fay,Cochrane,1965-01-11,d007,1999-12-13,1999-01-01,Staff,446121
Hercules,Kabayashi,1965-01-22,d004,1991-06-10,1999-01-01,Senior Engineer,446306
DAIDA,Nooteboom,1965-01-16,d005,1985-11-24,1999-01-01,Senior Engineer,446424
Yuping,Papastamatiou,1965-01-30,d006,1988-08-30,1992-01-16,Engineer,446785
Takahiro,Dalton,1965-01-22,d004,1992-09-30,1999-01-01,Technique Leader,446897
Aram,Passino,1965-01-29,d005,1995-01-28,1999-01-01,Senior Engineer,446959
Dannz,Miara,1965-01-17,d004,1992-12-04,1999-01-01,Engineer,447018
Gennady,Rouquie,1965-01-31,d003,1989-08-24,1999-01-01,Senior Staff,447135
Dmitri,Rousseau,1965-01-17,d005,1995-06-19,1997-05-26,Engineer,447191
Aleksander,Schaaf,1965-01-22,d009,2000-01-10,1999-01-01,Senior Staff,447232
Maria,Miculan,1965-01-08,d004,1993-04-12,1998-05-08,Senior Engineer,447290
Kirk,Zongker,1965-01-07,d008,1999-12-10,1999-01-01,Staff,447376
Stabislas,Kakkad,1965-01-22,d007,1989-02-19,1999-01-01,Senior Staff,447544
Heeju,Kemmerer,1965-01-17,d005,1991-12-26,1996-02-15,Technique Leader,447599
Paris,Restivo,1965-01-15,d005,1986-11-21,1999-01-01,Engineer,447613
Make,Heuser,1965-01-13,d006,1988-07-02,1999-01-01,Engineer,447877
Martijn,Jeong,1965-01-11,d007,1990-12-14,1999-01-01,Senior Staff,447931
Kamakshi,Hebert,1965-01-05,d004,1997-01-17,1999-01-01,Engineer,447966
Shiv,Baezner,1965-01-25,d004,1990-12-17,1999-01-01,Engineer,447982
Shiv,Vilarrasa,1965-01-05,d005,1990-08-01,1999-01-01,Engineer,447999
Anyuan,Schwaller,1965-01-07,d007,1993-08-31,2001-05-06,Staff,448165
Mong,Dichev,1965-01-18,d004,1997-10-11,1999-01-01,Technique Leader,448769
Mart,Talmor,1965-01-16,d007,1999-05-11,1999-01-01,Staff,448900
Chiradeep,Arlazarov,1965-01-23,d004,1989-10-06,1999-01-01,Senior Engineer,448918
Haldun,Syang,1965-01-12,d002,1997-02-11,1999-01-01,Staff,448994
Jahangir,Bernatsky,1965-01-30,d007,1995-09-30,1999-01-01,Senior Staff,449189
Fumitaka,Quittner,1965-01-27,d008,1988-04-20,1999-01-01,Senior Staff,449815
Mabry,Knightly,1965-01-31,d001,1994-01-04,2001-03-06,Staff,449966
Hinrich,Perin,1965-02-01,d005,1985-11-20,1999-01-01,Senior Engineer,449984
Selwyn,Henseler,1965-01-11,d005,1993-03-09,1999-01-01,Senior Engineer,450184
Udo,Waymire,1965-01-31,d005,1986-06-14,1999-01-01,Technique Leader,450255
Gill,Orlowska,1965-01-08,d006,1986-12-25,1999-01-01,Technique Leader,450309
Eldridge,Pargaonkar,1965-01-21,d004,1992-08-03,1999-09-04,Engineer,450371
Selwyn,Munoz,1965-01-25,d004,1989-07-05,1992-10-07,Engineer,450421
Saeed,Bahl,1965-01-21,d002,1991-01-29,1999-01-01,Senior Staff,450475
Boalin,Tramer,1965-01-25,d002,1992-04-13,1993-02-24,Staff,450510
DAIDA,Frolund,1965-01-10,d006,1987-07-17,1999-01-01,Engineer,450817
Sedat,Rande,1965-01-03,d007,1995-03-25,1999-01-01,Senior Staff,450888
Chanjung,Raoux,1965-01-23,d004,1992-05-25,1999-01-01,Engineer,450934
Yuriy,Ponthieu,1965-01-18,d002,1991-12-11,1999-01-01,Senior Staff,450936
Jaihie,Ozeri,1965-01-15,d007,1991-06-21,1999-01-01,Senior Staff,451253
Jacopo,Krohm,1965-01-02,d005,1991-04-24,1999-01-01,Engineer,451272
Bedrich,Isard,1965-01-25,d008,1986-06-07,1999-01-01,Senior Staff,451275
Radhika,Bonifati,1965-01-15,d003,1995-03-11,1999-01-01,Senior Staff,451333
Subir,Miake,1965-01-15,d004,1993-07-11,1999-01-09,Engineer,452137
Bartek,Snyers,1965-01-17,d009,1987-01-14,2001-05-02,Senior Staff,452196
Arra,Esposito,1965-01-22,d007,1994-11-03,1999-01-01,Staff,452206
Taiji,Berstel,1965-01-14,d005,1996-12-02,1999-01-01,Senior Engineer,452325
Shigeichiro,Brattka,1965-01-07,d007,1996-07-13,1999-01-01,Staff,452347
Fei,Gadepally,1965-01-05,d005,1988-11-13,1999-01-01,Assistant Engineer,452365
Gou,Thombley,1965-01-17,d009,1990-11-07,1999-01-01,Senior Engineer,452956
Alair,Nanard,1965-01-03,d007,1996-02-10,1999-01-01,Staff,452957
Mari,Fargier,1965-01-06,d004,1992-08-18,1995-12-11,Senior Engineer,452970
Lobel,Aloia,1965-01-29,d001,1994-12-29,1999-01-01,Senior Staff,452982
Aran,Rosenbaum,1965-01-06,d003,1991-04-25,1999-01-01,Senior Staff,453070
Gao,Lally,1965-01-03,d009,1996-03-01,1999-01-01,Staff,453154
Berni,Takkinen,1965-01-07,d001,1992-06-08,1999-01-01,Staff,453644
Chinya,Leslie,1965-01-24,d006,1995-10-28,1999-01-01,Engineer,453688
Arne,Kohling,1965-01-15,d004,1985-12-13,1999-01-01,Engineer,453723
Ewing,Rajala,1965-01-13,d009,1996-06-21,1999-01-01,Senior Staff,453760
Fai,Keirsey,1965-01-11,d005,1994-10-12,1999-01-01,Engineer,453790
Stein,Perng,1965-01-23,d001,1993-04-29,1999-01-01,Staff,453913
Sugwoo,Weiland,1965-01-24,d006,1997-04-23,1999-01-18,Senior Engineer,453996
Mohammed,Georg,1965-01-24,d006,1998-08-03,1999-01-01,Engineer,454338
Gina,Ossenbruggen,1965-01-06,d004,1998-01-03,1999-01-01,Technique Leader,454378
Nechama,Ermel,1965-01-24,d005,1995-06-05,1999-01-01,Engineer,454736
Xiaoqiu,Pietracaprina,1965-01-22,d004,1994-07-09,1999-01-01,Senior Engineer,454791
Kamakshi,Schusler,1965-01-02,d004,1995-05-25,1999-01-01,Engineer,454825
Mohan,Picht,1965-01-01,d004,1991-02-24,1999-01-01,Senior Engineer,454994
Manohar,Rothenberg,1965-01-15,d003,1999-04-22,2002-06-16,Staff,455113
Soenke,Zaumen,1965-01-14,d001,1992-02-22,1999-01-01,Staff,455175
Khoa,Bahk,1965-01-13,d005,1991-06-10,1998-02-07,Senior Engineer,455243
Luisa,Baig,1965-01-09,d006,1996-07-12,1999-01-01,Senior Engineer,455284
Mang,Sundgren,1965-01-01,d005,1995-11-27,1999-07-13,Engineer,455296
Ranga,Plesums,1965-01-29,d007,1990-01-28,1997-05-13,Senior Staff,455364
Weiye,Krohm,1965-01-10,d007,1990-10-29,2000-02-10,Senior Staff,455415
Qiwen,Kriebel,1965-01-08,d007,1987-12-13,1999-01-01,Senior Staff,455726
Giao,DuCasse,1965-01-28,d004,1991-07-19,1999-01-01,Engineer,455814
Peer,Angelopoulos,1965-01-01,d005,1989-07-23,1999-01-01,Engineer,455914
Tetsurou,Schreiter,1965-01-24,d007,1987-07-17,1999-01-01,Staff,456767
Aloke,Neiman,1965-01-13,d005,1985-07-10,1996-07-23,Technique Leader,456824
Shounak,Dratva,1965-01-07,d005,1989-01-05,1999-01-01,Engineer,456982
Gay,Plavsic,1965-01-25,d003,1987-08-06,1999-01-01,Senior Staff,457070
Jinpo,Heyers,1965-01-20,d008,1999-01-07,1999-01-01,Staff,457146
Sorina,Lakshmanan,1965-01-15,d007,1994-09-03,1999-01-01,Staff,457305
Xumin,Beidas,1965-01-31,d006,1995-04-27,1999-01-01,Technique Leader,457337
Xudong,Peck,1965-01-13,d005,1988-04-18,1999-01-01,Senior Engineer,457411
Berna,Ranst,1965-01-24,d004,1985-05-14,1999-01-01,Senior Engineer,457489
Indrajit,Krogh,1965-01-09,d005,1998-09-18,1999-01-01,Engineer,457611
Yakichi,Naumovich,1965-01-21,d006,1988-06-12,1988-07-03,Technique Leader,457653
Florian,Siepmann,1965-01-15,d004,1987-12-21,1999-01-01,Senior Engineer,457776
Foong,Gargeya,1965-01-28,d004,1992-01-24,1999-01-01,Senior Engineer,457813
Jackson,Zielinski,1965-02-01,d005,1997-09-12,1999-01-01,Senior Engineer,457832
Arch,Picco,1965-01-14,d009,1997-10-22,1999-01-01,Senior Staff,457938
Florian,Tramer,1965-01-23,d004,1999-11-07,1999-01-01,Engineer,458111
Thanasis,Standera,1965-01-11,d003,1985-03-20,1999-01-01,Staff,458134
George,Atchley,1965-01-28,d008,1997-07-02,1999-01-01,Staff,458191
Mabhin,Foote,1965-01-06,d005,1999-04-23,1999-01-01,Engineer,458383
Shahaf,Kitai,1965-01-13,d009,1986-12-26,1999-01-01,Senior Staff,458726
Ramya,Azadmanesh,1965-01-17,d004,1988-11-19,1999-01-01,Senior Engineer,458790
Kaijung,Papadias,1965-01-12,d005,1999-05-01,2001-04-12,Engineer,458919
Val,Rissanen,1965-01-19,d005,1993-11-20,1999-01-01,Engineer,459172
Pramod,Wendorf,1965-01-21,d005,1998-12-25,1999-01-01,Engineer,459356
Mohit,Verhaegen,1965-01-14,d007,1992-05-27,1999-01-01,Staff,459429
Hirochika,Goldhammer,1965-02-01,d006,1998-03-12,1999-01-01,Engineer,459685
Yuping,Sethi,1965-01-24,d003,1997-12-28,1999-05-21,Staff,459846
Adly,Hambrick,1965-01-16,d007,1997-07-25,1999-01-01,Staff,460131
Munehiko,Gihr,1965-01-16,d003,1989-12-06,1999-01-01,Senior Staff,460691
Yoshinari,Lanteri,1965-01-07,d005,1996-12-25,1999-01-01,Senior Engineer,460707
Remzi,Mitzlaff,1965-01-22,d007,1986-04-06,1999-01-01,Senior Staff,460920
Shietung,Gelosh,1965-01-18,d008,2001-04-01,1999-01-01,Engineer,461120
Mrinalini,Mawatari,1965-01-10,d007,1996-01-03,1999-01-01,Staff,461270
Sreenivas,Versino,1965-01-29,d002,1985-08-24,1988-12-25,Senior Staff,461563
Deborah,Basawa,1965-01-02,d005,1991-04-30,1992-03-02,Assistant Engineer,461723
Sumali,Cooman,1965-01-03,d009,1993-04-18,1999-01-01,Senior Staff,461801
Sampalli,Francisci,1965-01-29,d001,1994-11-25,2001-10-17,Senior Staff,462067
Paloma,Gerlach,1965-01-12,d006,1988-07-26,1999-01-01,Engineer,462493
Larisa,Murtafg,1965-01-14,d008,1991-02-25,1993-06-04,Staff,462736
Somnath,Cummings,1965-01-05,d008,1994-07-10,1999-01-01,Staff,462795
Itzchak,Penn,1965-01-06,d001,1999-01-21,1999-01-01,Staff,463023
Jinxi,Schmiedel,1965-01-15,d002,1990-09-21,1999-01-01,Staff,463099
Ramya,Rossi,1965-01-09,d004,1987-03-02,2001-09-02,Senior Engineer,463212
Jaber,Sethi,1965-01-11,d009,2000-06-11,1999-01-01,Technique Leader,463472
Alenka,Barriga,1965-01-28,d003,1988-05-06,1999-01-01,Senior Staff,463495
Huiqun,Henders,1965-01-20,d007,1993-05-19,1999-01-01,Senior Staff,464284
Abdelghani,Nyrup,1965-01-22,d009,1986-08-02,1999-01-01,Staff,464303
Berna,Comellas,1965-01-02,d008,1995-09-07,2000-02-18,Staff,464526
Stafford,Gist,1965-01-29,d004,1988-05-07,1999-01-01,Engineer,465062
Tokuyasu,Ghelli,1965-01-19,d004,1985-05-05,1999-01-01,Engineer,465076
Vidar,Gunderson,1965-01-18,d009,1996-03-18,1999-01-01,Senior Staff,465085
Shahid,Varman,1965-01-30,d001,1985-08-27,1999-01-01,Staff,465409
Mrinalini,Gire,1965-01-05,d003,1992-11-09,1999-01-01,Staff,465501
Lakshmi,Frijda,1965-01-06,d005,1990-04-21,1999-01-01,Engineer,465711
Kwan,Kampfer,1965-01-01,d003,1998-10-16,1999-01-01,Staff,465853
Herb,Picht,1965-01-12,d004,1985-05-31,1999-01-01,Engineer,465874
Temple,Danlos,1965-01-31,d007,1994-06-13,1999-01-01,Senior Staff,466064
Hiroyasu,Strandh,1965-01-05,d009,1989-06-05,1999-01-01,Senior Staff,466367
Bezalel,Verhoeff,1965-01-26,d005,1988-03-22,1999-01-01,Engineer,466509
Yechezkel,Nourani,1965-01-23,d001,1991-08-01,1999-01-01,Senior Staff,466603
Boalin,Birsak,1965-01-26,d003,1995-10-16,1999-01-01,Staff,466745
Stepehn,Markovitch,1965-01-11,d009,1991-08-13,1995-08-07,Staff,466911
Przemyslawa,Borovoy,1965-01-05,d003,1993-06-18,1999-01-01,Staff,467176
Nahum,Lambe,1965-01-18,d005,1989-08-31,1999-01-01,Technique Leader,467269
Mariusz,Rikino,1965-01-07,d004,1995-04-13,1999-01-01,Engineer,467392
Margareta,Bondorf,1965-01-13,d004,1988-11-07,1999-01-01,Engineer,467441
Kiyotoshi,Hennebert,1965-01-17,d003,1997-09-21,2001-03-06,Staff,467591
Sivanarayana,Chandrasekhar,1965-01-02,d001,1996-01-24,1999-01-01,Senior Staff,467886
Tsuneo,Skrikant,1965-01-03,d009,1997-10-21,1999-01-01,Staff,467918
Huei,Saoudi,1965-01-12,d005,1994-08-10,1999-01-01,Technique Leader,468360
Kamakshi,Huhdanpaa,1965-01-25,d004,1993-08-26,1999-01-01,Engineer,468417
Ranga,Lemarechal,1965-01-18,d005,1989-11-05,1999-01-01,Engineer,468659
Sachin,Zlotek,1965-01-12,d004,1985-03-11,1990-08-09,Senior Engineer,468763
Baziley,Brookner,1965-01-27,d006,1993-09-22,1999-01-01,Engineer,468773
Nadjib,Comellas,1965-01-21,d006,1999-01-22,1999-01-01,Engineer,469104
Baruch,Basawa,1965-01-17,d005,1993-09-17,1999-01-01,Engineer,469253
Weiyi,Codenie,1965-01-23,d004,1989-05-27,1999-01-01,Senior Engineer,469269
Aiman,Wilfing,1965-01-12,d006,1990-12-30,1999-01-01,Senior Engineer,469366
Hongzhu,Ruemmler,1965-01-25,d004,2000-06-06,1999-01-01,Engineer,469399
Halsur,Ibel,1965-01-24,d008,1998-03-05,1999-01-01,Staff,469527
Neven,Rikino,1965-01-07,d006,1988-10-21,1999-01-01,Senior Engineer,469529
Arif,Stranks,1965-01-30,d005,1992-11-16,1999-01-01,Senior Engineer,469735
Chaosheng,Shobatake,1965-01-21,d002,1991-07-03,2001-09-15,Staff,469805
Hein,Jonsson,1965-01-23,d008,1985-02-12,1999-01-01,Senior Staff,469867
Reuven,Oehlmann,1965-01-13,d007,1986-03-29,1999-01-01,Senior Staff,470456
Zhiguo,Staudhammer,1965-02-01,d005,1985-12-03,1999-01-01,Engineer,470472
Nigel,Zirintsis,1965-02-01,d005,1999-01-03,1999-07-23,Engineer,471397
Feiyu,Decleir,1965-01-17,d005,1998-09-13,1999-01-01,Technique Leader,471532
Basem,Lortz,1965-01-22,d002,1997-10-25,1999-01-01,Staff,471552
Arun,Zaccaria,1965-01-14,d006,1990-05-31,1999-01-01,Assistant Engineer,471911
Kazuhiko,Marshall,1965-01-27,d008,1999-11-16,2001-06-04,Staff,471939
Godehard,Chinal,1965-01-26,d005,1995-12-09,1999-01-01,Assistant Engineer,472052
Yahiko,Sommen,1965-01-25,d007,1996-08-14,1999-01-01,Senior Staff,472143
Jungsoon,Gubsky,1965-01-31,d004,1990-10-09,1999-01-01,Senior Engineer,472238
Xuejia,Leppanen,1965-01-30,d003,1998-08-25,2000-10-25,Staff,472440
Zhenbing,Ibel,1965-01-23,d005,1985-10-29,1999-01-01,Senior Engineer,472790
Weidon,Fordan,1965-01-29,d004,1986-03-27,1999-01-01,Senior Engineer,472950
Hugo,Sgarro,1965-01-01,d007,1992-04-24,1999-01-01,Senior Staff,473268
Khaled,Penn,1965-01-12,d007,1992-05-19,1999-01-01,Senior Staff,473299
Pantung,Reeker,1965-01-06,d008,1992-05-11,1999-01-01,Staff,473490
Shin,Puoti,1965-01-22,d001,1996-12-20,1999-05-09,Staff,473824
Avishai,Majewski,1965-01-16,d004,1998-01-10,1999-01-01,Engineer,473940
Ung,Taubenfeld,1965-01-31,d004,1999-10-14,2001-06-30,Engineer,474162
Sungwon,Kornyak,1965-01-24,d008,1991-04-04,1994-10-23,Staff,474257
Sugwoo,Eugenio,1965-01-29,d003,1991-10-06,1994-03-02,Senior Staff,474331
Monique,Cyre,1965-01-13,d002,1986-02-13,1994-10-11,Staff,474372
Mayuko,Clouatre,1965-01-07,d005,1997-09-04,1999-01-01,Engineer,474763
Zongyan,Shackel,1965-01-10,d009,1987-08-17,1999-01-01,Technique Leader,474796
Rasikan,Khalil,1965-01-15,d005,1985-02-10,1985-03-11,Engineer,474918
Genevieve,Snedden,1965-01-31,d004,1988-10-21,1999-01-01,Senior Engineer,475087
Fumiyo,Feinberg,1965-01-10,d004,2000-02-12,1999-01-01,Staff,475258
Christophe,Leaver,1965-01-15,d003,1998-10-31,1999-01-01,Staff,475538
Shigeaki,Lanteri,1965-01-14,d005,1989-02-17,1999-01-01,Engineer,475938
Rimon,Pietracaprina,1965-01-02,d005,1985-07-10,1999-01-01,Engineer,475965
Girolamo,Schlumberger,1965-01-03,d008,1993-03-07,1999-01-01,Staff,476055
Khun,Spieker,1965-01-04,d004,1995-05-07,1999-01-01,Engineer,476122
Reinhold,Binkley,1965-01-31,d004,1995-05-29,1999-01-01,Senior Engineer,476327
Doohun,Preusig,1965-01-09,d008,1993-04-28,1999-01-01,Technique Leader,476361
Yuping,Kuhnemann,1965-01-30,d004,1986-12-13,1994-07-07,Technique Leader,476488
Terresa,Vigier,1965-01-01,d007,1998-07-08,1999-01-01,Staff,477350
Nikolaos,Lorch,1965-01-12,d005,1999-04-17,2002-03-07,Engineer,477352
Marit,Paludetto,1965-01-23,d005,1990-09-30,1999-01-01,Senior Engineer,477578
Bluma,Mundy,1965-01-18,d005,1991-10-18,1999-01-01,Senior Engineer,477969
Fumino,Narahara,1965-01-06,d004,1991-09-21,1999-01-01,Senior Engineer,478007
Doowon,Schoegge,1965-01-22,d006,1994-05-29,1995-04-13,Assistant Engineer,478170
Djenana,Erol,1965-01-02,d005,1999-01-31,1999-12-03,Engineer,478218
Yuichiro,Bale,1965-01-15,d005,1997-11-04,1999-01-01,Technique Leader,478439
Arun,Katzenelson,1965-01-03,d004,1991-10-28,1999-01-01,Senior Engineer,478768
Shaw,Borovoy,1965-01-18,d001,1991-05-11,1999-01-01,Senior Staff,478799
Pradeep,Valiente,1965-01-30,d004,1992-09-19,1999-01-01,Engineer,478833
Hidekazu,Perna,1965-01-20,d009,1999-11-08,1999-01-01,Staff,478858
Ewing,Kalorkoti,1965-01-03,d004,1996-12-21,1999-01-01,Engineer,479024
Randi,Tomescu,1965-01-18,d004,1986-11-25,1999-01-01,Engineer,479407
Kayoko,Bahi,1965-01-19,d008,1997-02-19,1999-01-01,Staff,479601
Masamitsu,Murrill,1965-01-06,d001,1999-06-23,1999-01-01,Staff,479695
Sukumar,Georg,1965-01-26,d005,1990-08-26,1999-01-01,Staff,480035
Suebskul,Menhardt,1965-01-31,d006,1994-07-26,1999-01-01,Senior Engineer,480066
Uinam,Rahier,1965-01-03,d008,1991-02-10,1999-01-01,Staff,480178
Gaurav,Cheshire,1965-01-18,d005,1989-03-30,1999-01-01,Technique Leader,480268
Deniz,Bennis,1965-01-01,d005,1989-06-24,1999-01-01,Engineer,480407
Anoosh,Wielonsky,1965-01-09,d005,1994-08-04,1996-08-01,Engineer,480571
Weiru,Burnard,1965-01-16,d003,1990-10-15,1999-01-01,Senior Staff,481050
Gina,Decaestecker,1965-01-18,d005,1986-06-20,1989-05-25,Engineer,481148
Shigehiro,Haldar,1965-01-08,d007,1991-12-14,1999-01-01,Staff,481213
Luisa,Chelton,1965-01-31,d004,1998-08-13,1999-01-01,Assistant Engineer,481397
Amabile,Crelier,1965-01-05,d008,1998-06-16,1999-01-14,Staff,481399
Margareta,Polajnar,1965-01-03,d007,1989-02-24,1996-07-01,Staff,481467
Teiji,Marrakchi,1965-01-27,d004,1986-08-26,1999-01-01,Senior Engineer,481764
Haldun,Erie,1965-01-22,d008,1999-01-01,1999-01-01,Senior Engineer,481790
Taegyun,Vieri,1965-01-23,d005,1988-06-17,1989-03-03,Senior Engineer,481807
Sven,Hinsberger,1965-01-02,d006,1992-07-24,1994-07-26,Senior Engineer,482278
Kwangyoen,Peck,1965-01-26,d005,1994-01-16,1999-01-01,Engineer,482335
Jayson,Zockler,1965-01-23,d008,1999-11-06,1999-01-01,Staff,482354
Jouni,Conia,1965-01-03,d001,1994-10-31,1999-01-01,Staff,482755
Shaowei,Back,1965-01-02,d007,1996-07-30,1998-12-21,Senior Staff,482756
Shaunak,Brizzi,1965-01-29,d004,1988-09-02,1999-01-01,Engineer,482885
Aral,Hebden,1965-01-16,d002,1991-09-10,1999-01-01,Senior Staff,482905
Duke,Journel,1965-01-26,d007,1991-10-26,1999-01-01,Senior Staff,482944
Phillip,Munch,1965-01-16,d005,1991-09-02,1998-04-01,Technique Leader,483213
Rosita,Pokrovskii,1965-01-10,d007,1996-08-03,1999-01-01,Senior Staff,483401
Hausi,Kamber,1965-01-22,d004,1988-02-16,1999-01-01,Engineer,483675
Marek,Mitchem,1965-01-22,d004,1992-11-20,1999-01-01,Senior Engineer,483825
Sham,Kavanagh,1965-01-03,d004,1997-12-18,1999-01-01,Assistant Engineer,483838
Dung,Tanemo,1965-01-24,d007,1990-01-28,1999-01-01,Staff,483978
Manton,Lueh,1965-01-05,d003,1989-04-07,1999-01-01,Senior Staff,484126
Perry,Cooman,1965-01-05,d003,1987-04-23,1999-01-01,Staff,484142
Herbert,Hammerschmidt,1965-01-26,d004,1996-08-22,1999-01-01,Senior Engineer,484498
Phule,Ruemmler,1965-01-16,d005,1990-08-09,1999-01-01,Senior Engineer,484756
Gladys,Parhami,1965-01-14,d009,1996-07-20,1999-01-01,Senior Staff,485253
Keiichiro,Armand,1965-01-01,d005,1986-12-14,1999-01-01,Engineer,485489
Rafael,Menhoudj,1965-01-30,d005,1997-04-27,1999-01-01,Senior Engineer,485577
Munehiro,Iwayama,1965-01-18,d005,1986-12-16,1999-01-01,Engineer,485579
Yoshimitsu,Litvinov,1965-01-27,d008,1997-11-22,1999-01-01,Senior Staff,485799
Mahmut,Bolotov,1965-01-29,d004,1997-02-21,1999-01-01,Engineer,485817
Yefim,Bernardeschi,1965-01-11,d003,1996-06-26,1999-01-01,Staff,486068
Geoffrey,Siochi,1965-01-05,d006,1998-12-27,1999-01-01,Senior Engineer,486808
Yagil,Remmers,1965-01-18,d007,1994-11-01,1999-01-01,Senior Staff,486918
Jaber,Feldmann,1965-01-09,d004,1997-05-23,1998-08-05,Engineer,486955
Matt,Ruemmler,1965-01-01,d004,1993-10-14,1999-01-01,Engineer,486956
Tonny,Kropf,1965-01-06,d005,1986-07-30,1999-01-01,Senior Engineer,486958
Zhigen,Raney,1965-01-22,d007,1993-05-26,1999-01-01,Senior Staff,487008
Uno,Jayawardene,1965-01-20,d008,1987-11-02,1999-01-01,Staff,487505
Jaewon,Mansanne,1965-01-18,d005,1999-05-22,2000-04-29,Engineer,487856
Ekawit,Schaft,1965-01-05,d003,1990-05-20,1999-01-01,Staff,487988
Francoise,Hegner,1965-01-24,d009,1997-12-23,1999-01-01,Senior Staff,488095
Leah,Luke,1965-01-29,d005,1995-08-23,1995-09-27,Assistant Engineer,488115
Denis,Narlikar,1965-01-05,d007,1991-07-01,1999-01-01,Senior Staff,488142
Changho,Gaughan,1965-01-10,d005,1987-06-21,1991-07-13,Engineer,488414
Kensyu,Tsunoo,1965-01-30,d005,1999-12-05,1999-01-01,Engineer,488482
Breannda,Maquelin,1965-01-22,d002,1996-04-12,1999-01-01,Senior Staff,488540
Georgy,Bennis,1965-01-25,d004,1998-04-11,1999-01-01,Engineer,488619
Irena,Baalen,1965-01-20,d007,1999-11-22,2001-02-10,Staff,488632
Jiong,Zultner,1965-01-27,d005,1993-03-10,1999-01-01,Senior Engineer,488693
Mihalis,Remmers,1965-01-16,d007,1990-03-01,1999-01-01,Staff,488707
Nimmagadda,Baja,1965-01-23,d001,1994-02-09,1999-01-01,Staff,488752
Wuxu,Garigliano,1965-01-12,d009,1990-09-21,1999-01-01,Staff,488788
Kendra,Junet,1965-01-18,d002,1986-02-28,1992-11-12,Staff,488984
Bogdan,Pepe,1965-01-17,d004,1995-02-15,1998-11-06,Engineer,489465
Matk,Chorvat,1965-01-14,d002,1994-12-30,1999-12-04,Staff,489755
Kersti,Miculan,1965-01-01,d002,1992-06-09,1999-01-01,Senior Staff,489756
Satoru,Janetzko,1965-01-28,d005,1997-07-26,1999-01-01,Assistant Engineer,489928
Kazunori,Orlowska,1965-01-18,d007,1996-06-18,2000-10-26,Staff,490240
Lalit,Lindqvist,1965-01-01,d005,1998-11-07,1999-01-01,Engineer,490551
Luise,Vigier,1965-01-27,d004,1994-07-01,1999-01-01,Senior Engineer,490557
Zita,Reistad,1965-01-01,d005,1998-07-23,1999-01-01,Senior Engineer,490568
Younwoo,Samarati,1965-01-19,d006,2002-05-18,1999-01-01,Senior Engineer,490720
Kwangsub,Keirsey,1965-01-06,d005,1992-02-04,1999-01-01,Senior Engineer,491079
Panayotis,Hempstead,1965-01-14,d005,1994-08-29,1999-01-01,Senior Engineer,491162
Gill,Varman,1965-01-16,d007,1988-06-18,1999-01-01,Staff,491478
Saniya,Broomell,1965-01-19,d007,1992-08-04,1997-09-02,Staff,491494
Charmane,Pargas,1965-01-21,d004,1992-08-03,1999-01-01,Senior Engineer,491596
Gadiel,Perly,1965-01-01,d009,1986-10-20,1999-01-01,Staff,491632
Valeska,Cools,1965-01-10,d003,1993-12-16,1999-01-01,Staff,492000
Udo,Ratnakar,1965-01-11,d009,1999-11-30,1999-01-01,Staff,492052
